"shot_dist","dist_to_goal","shot_angle","body_part","shot_technique","shot_type","teammates_in_frame","opponents_in_frame","closest_opponent_dist","goalkeeper_dist","opponents_in_penalty_area","opponents_in_goal_area","opponents_in_shot_path","is_penalty","is_goal"
1.58113883008419,8.0156097709407,45.324702126481,"Left Foot","Half Volley","Open Play",3,7,0.509901951359277,2.20227155455452,5,3,1,0,0
1.42126704035518,10.4004807581188,31.6435589098462,"Left Foot","Normal","Open Play",3,8,2.26715680975092,2.26715680975092,7,4,3,0,0
11.8139747756629,15.9840545544615,17.2579375190341,"Left Foot","Normal","Open Play",3,10,1.43178210632763,12.4963994814506,9,2,1,0,0
13.6693086877135,12.8456218222397,34.0769625199543,"Head","Normal","Open Play",4,10,0.721110255092792,11.8258192105241,8,1,2,0,0
34.6919298973119,35.6451960297597,12.3373711572726,"Left Foot","Normal","Open Play",8,11,7.00927956355002,33.8954274202288,7,1,4,0,0
8.94986033410578,7.40945342113709,54.8272585437562,"Head","Normal","Open Play",4,8,1.2369316876853,6.58027355054485,8,6,2,0,0
12.4036285013701,23.1233648070518,18.1863822702159,"Right Foot","Half Volley","Open Play",6,10,3.13847096529504,22.1165096703797,7,1,4,0,0
12.2122888927506,15.7175061635108,7.88553512603269,"Right Foot","Normal","Open Play",1,6,2.12132034355964,12.7487254264887,5,2,1,0,0
6.70298440994756,7.78331548891602,52.6434727095482,"Head","Normal","Open Play",5,9,0.848528137423854,6.64906008395172,8,1,1,0,0
4.21070065428546,7.34098086089318,32.3506811588573,"Right Foot","Volley","Open Play",5,8,1,4.49444101084885,8,3,1,0,0
5.53263047744922,5.50363516232681,72.007616924685,"Head","Normal","Open Play",4,7,3.88973006775535,4.81040538832228,7,3,1,0,0
25.8953663808798,25.7194478945408,17.6675987218031,"Right Foot","Normal","Open Play",2,7,2.40208242989286,24.9018071633366,2,1,2,0,0
7.28010988928052,12.4354332453678,18.5043501484872,"Left Foot","Half Volley","Open Play",4,8,0.799999999999997,11.2805141726785,7,1,1,0,0
15.3013071337059,15.6518369528947,28.1264868842437,"Left Foot","Normal","Open Play",0,3,1.78885438199983,9.87623410010111,3,1,1,0,1
25.7637342013925,25.9924989179571,17.2488631933341,"Left Foot","Normal","Open Play",6,11,9.044335243676,24.5024488572061,9,1,2,0,0
8.50411665018771,8.28070045346406,40.4375388781465,"Right Foot","Volley","Open Play",4,8,1.91049731745428,6.32534584034738,7,5,3,0,0
35.2930588076466,38.2623836162882,11.7049909113757,"Right Foot","Normal","Open Play",5,8,4.73814309619286,37.4005347555352,1,1,1,0,0
7.15611626512594,12.0933866224478,20.2299555602584,"Head","Normal","Open Play",2,7,3.70135110466435,10.0498756211209,6,1,1,0,0
6.74685111737319,6.61211010192661,62.3005271919451,"Right Foot","Normal","Open Play",6,9,3,5.90338885725817,9,3,1,0,1
20.2054448107435,16.2265215003093,18.0936992788291,"Right Foot","Normal","Open Play",4,9,1.04403065089105,11.8869676536954,8,1,1,0,0
13.4647688431699,13.1518059596392,31.2361964590018,"Head","Normal","Open Play",6,9,1.16619037896906,9.97246208315681,8,1,2,0,0
6.00749531835024,6.39061812346818,62.6384351797292,"Left Foot","Half Volley","Open Play",5,8,1.92353840616714,3.43656805548792,8,1,1,0,1
13.9459671590034,19.0965965554075,16.8492770081074,"Right Foot","Half Volley","Open Play",5,11,1.7464249196573,15.5794736753204,9,2,2,0,0
4.19761837236308,13.2672529183701,32.8187540826472,"Right Foot","Normal","Open Play",2,5,1.78044938147648,4.85077313425397,5,0,1,0,0
3.1144823004795,22.7782791272739,19.4525499633236,"Left Foot","Half Volley","Open Play",4,9,3.1144823004795,19.6840036577928,4,1,3,0,0
9.39414711402797,10.590561835899,40.867166423508,"Left Foot","Volley","Open Play",3,8,4.35660418215839,9.39414711402797,6,4,2,0,0
13.1946959040366,11.7106788872379,37.6918174023451,"Head","Normal","Open Play",4,8,1.47648230602334,10.5385008421502,7,1,1,0,0
26.6917590278348,22.2407284053378,16.6558558239142,"Right Foot","Normal","Open Play",6,9,4.27200187265877,18.1945046648707,9,1,2,0,0
9.79081201943945,26.6737698872881,12.6423282584874,"Right Foot","Normal","Free Kick",6,11,9.79438614717635,26.8069020962886,11,1,3,0,0
23.1002164492024,23.5732899697942,18.9018423957594,"Right Foot","Lob","Open Play",0,3,1.802775637732,11.4179682956295,1,0,1,0,0
1.0295630140987,13.5417871789509,21.6383323238968,"Left Foot","Normal","Open Play",1,7,1.47648230602334,9.1438503924769,3,1,1,0,0
1.2,12.7251719045363,34.8465702713747,"Head","Diving Header","Open Play",4,7,1.5,11.7273185340895,6,1,3,0,0
14.5244621242922,19.9123077517399,14.725031308715,"Right Foot","Normal","Open Play",4,9,1.8,14.5086181285469,8,1,1,0,0
28.202836736754,29.4838939083697,13.0382540869926,"Left Foot","Normal","Free Kick",8,11,8.54400374531753,27.6342179190944,11,1,6,0,0
7.51664818918645,8.12219182240852,52.3626752681202,"Head","Normal","Open Play",6,10,0.921954445729285,7.81600921186765,8,1,1,0,0
21.3600093632938,24.560130292814,11.3999729124909,"Right Foot","Normal","Open Play",3,8,2.14709105535838,21.2200377002493,6,1,1,0,0
26.0931025368774,28.8555020749943,11.0852442943957,"Right Foot","Normal","Open Play",5,9,3.88329756778952,26.1644797387603,7,1,1,0,0
14.270599146497,12.8860389569487,33.8922612288405,"Left Foot","Normal","Open Play",2,8,1.82482875908946,6.86221538571911,6,0,1,0,0
10.2200782775867,11.5433963806152,33.7689329675875,"Right Foot","Normal","Open Play",3,8,4.15932686861709,4.60108682813093,6,1,1,0,1
11.8456743159687,11.6017240098185,38.0418316929052,"Right Foot","Normal","Open Play",3,7,1.34164078649987,9.5005263012109,7,2,3,0,1
33.5046265461951,26.7379879572117,11.8932852372989,"Right Foot","Normal","Open Play",2,8,3.64005494464026,23.8421894967723,4,1,1,0,0
29.4159820505792,27.6481464116494,12.5933144419681,"Right Foot","Normal","Open Play",4,9,3.30151480384385,24.2390181319294,7,1,2,0,0
11.0072703246536,35.2171833058807,12.9537646196882,"Right Foot","Normal","Free Kick",6,11,10.8004629530405,34.4209238690655,6,1,4,0,0
12.66491215919,12.7389167514353,32.8356784731986,"Head","Normal","Open Play",6,9,1.3,11.4769333883229,8,3,2,0,0
8.03056660516554,31.2116965255015,14.4663876769293,"Left Foot","Normal","Open Play",8,11,6.58027355054485,29.7835525080538,3,1,3,0,0
36.5613183569739,32.291330105773,13.4949312519557,"Right Foot","Normal","Open Play",7,10,2.9732137494637,29.2205407205274,1,1,1,0,0
24.6107700001442,22.7178344038335,16.6540367399975,"Right Foot","Normal","Open Play",5,10,2.0591260281974,22.0791757092515,7,1,1,0,0
20.40612653102,21.4037379912949,21.1676582815306,"Right Foot","Normal","Open Play",5,8,3.78549864614954,20.5039020676553,6,1,1,0,0
8.04300938703916,6.04648658313239,62.7968360560293,"Head","Normal","Open Play",5,9,0.781024967590661,4.55411901469428,9,5,2,0,1
9.60208310732625,21.6363120702212,11.6961574918803,"Left Foot","Normal","Open Play",6,11,6.30634601017103,18.7002673777676,11,5,3,0,0
23.3854655715895,24.9819935153302,17.3169993849304,"Right Foot","Normal","Free Kick",7,11,10.4235310715707,24.7552014736297,11,1,4,0,0
19.6229457523584,23.1587996234693,11.1334296972239,"Left Foot","Half Volley","Open Play",3,6,1.21655250605964,19.9248588451713,4,1,1,0,0
5.70350769263968,7.71556867638414,46.3304268673886,"Head","Normal","Open Play",3,9,0.538516480713451,6.04152298679729,8,2,1,0,0
9.00277734924062,12.624579200908,22.1615221543353,"Right Foot","Normal","Open Play",3,8,1.0770329614269,9.00277734924062,7,1,1,0,0
7.55049667240507,5.66127194188727,69.6185699488026,"Head","Normal","Open Play",4,8,1.01980390271855,5.2924474489597,6,3,1,0,0
12.6479247309588,13.497036711812,18.3759674377451,"Left Foot","Normal","Open Play",2,7,1.33416640641264,11.0435501538228,6,1,1,0,0
20.7607803321552,28.5895085652062,10.9608207521165,"Left Foot","Normal","Open Play",5,9,6.01082357085949,28.0303407043154,8,2,2,0,0
9.80051019080129,8.62090482490092,49.7129084235163,"Head","Normal","Open Play",6,10,1.42126704035519,8.10555365166377,6,1,1,0,0
17.3219513912261,34.4653449134054,12.8817986056521,"Right Foot","Normal","Open Play",7,11,2.3259406699226,33.6882768927115,4,1,1,0,0
19.9649693212887,20.8124962462459,20.5999836921919,"Left Foot","Normal","Free Kick",8,11,9.0801982357215,19.9551998236049,11,1,6,0,1
21.9063917613102,22.8372502723073,18.789857676615,"Left Foot","Normal","Free Kick",6,11,9.52575456328789,22.8122773961742,11,1,5,0,0
5.50817574156816,6.17170964968379,63.3412688236287,"Left Foot","Half Volley","Open Play",4,9,1.4142135623731,6.10327780786685,9,5,2,0,1
26.3797270645471,26.4620482956252,9.94720618734898,"Right Foot","Normal","Open Play",3,8,5.33104117410473,24.3074062787456,8,1,1,0,0
11.7388244726634,8.50000000000001,50.0688630787064,"Head","Normal","Open Play",4,9,1.99248588451713,7.81600921186765,8,1,2,0,0
10.9224539367305,15.6204993518133,28.6949043793435,"Left Foot","Normal","Open Play",3,7,1.36014705087355,11.1462998344742,6,1,1,0,0
24.2117739953106,21.7117479720081,18.0945818594045,"Right Foot","Normal","Open Play",4,10,4.04969134626333,21.1078184566762,7,1,2,0,0
1.34536240470737,23.0521148704408,14.2818550277699,"Right Foot","Normal","Open Play",1,5,1.48660687473186,19.7496835417685,4,1,2,0,0
14.9214610544678,15.1426549851735,29.1980880822052,"Right Foot","Normal","Open Play",2,7,4.21070065428546,9.60260381354974,5,3,3,0,0
22.8989082709198,26.5452443951831,15.0835549254365,"Left Foot","Normal","Open Play",4,10,2.60192236625154,24.6981780704569,3,1,2,0,0
2.28254244210267,20.0551738960299,18.8695543438286,"Left Foot","Normal","Open Play",4,9,2.45967477524977,16.6469216373478,8,1,3,0,0
14.289856542317,19.5064092031312,23.1701276349597,"Left Foot","Half Volley","Open Play",5,10,2.63058928759318,17.1143214881572,7,1,3,0,0
1.7,19.6956848065763,19.6499203312236,"Left Foot","Half Volley","Open Play",3,9,1.62788205960997,15.4547727256016,6,1,2,0,0
1.16619037896906,23.6180016089423,9.2253400635373,"Left Foot","Normal","Open Play",0,4,1.30384048104053,19.260581507317,4,1,2,0,0
26.7540651116798,27.0601182554696,15.7793844733135,"Right Foot","Normal","Open Play",6,9,9.10219753685888,26.0049995193232,7,1,2,0,0
14.8111444527423,19.8297755912668,9.74730736996644,"Right Foot","Normal","Open Play",3,8,2.14709105535839,15.9665274872152,6,1,1,0,0
10.204410811017,13.0873985191863,27.7220302003986,"Right Foot","Half Volley","Open Play",5,8,3.68781778291716,11.4280357017293,8,2,2,0,0
6.85930025585701,12.7003936946852,22.9745379376611,"Right Foot","Normal","Open Play",1,8,1.2,6.92964645562817,7,1,1,0,0
22.3143451618012,16.7287178229534,8.95980240575851,"Left Foot","Normal","Open Play",2,8,2.54558441227157,11.3225438837745,7,3,1,0,0
26.4781041617409,20.4129860627984,18.7479578445581,"Left Foot","Normal","Open Play",5,9,2.50199920063936,17.9108905417905,5,1,1,0,0
10.7935165724614,14.4803314879184,17.8579500350241,"Left Foot","Half Volley","Open Play",3,7,3.56089876295298,11.0113577727726,6,2,2,0,0
16.004999218994,16.9189243156886,25.3438975079592,"Right Foot","Normal","Open Play",3,8,1.93132079158279,14.6454771175268,5,1,2,0,0
4.14366987102013,10.3619496235023,40.0483431575111,"Head","Normal","Open Play",6,11,1.52315462117278,8.28613299434663,9,2,1,0,0
3.26496554346289,16.2659152831926,19.9845870425623,"Right Foot","Normal","Open Play",4,10,1.74928556845359,13.7767920794356,9,2,3,0,0
23.7598400668018,22.81074308303,19.4805529478319,"Left Foot","Normal","Open Play",5,9,2.96984848098349,20.0584146930908,3,1,1,0,1
9.037698822156,8.85663593019381,25.9599405072917,"Right Foot","Normal","Open Play",2,8,2.74590604354919,3.86005181312376,7,2,0,0,1
25.3213348779246,28.5674640106538,11.3636304709628,"Right Foot","Normal","Open Play",5,8,12.5686116973992,25.5266527378738,4,1,1,0,0
21.9531318950167,19.9672231419394,21.3513698646687,"Right Foot","Normal","Open Play",4,8,2.11896201004171,19.2836718495208,7,1,3,0,0
20.0142449270513,20.7761882933323,18.2175675046698,"Right Foot","Half Volley","Open Play",0,4,3.4,3.4,1,0,1,0,1
7.28010988928052,9.73087868591527,37.3250025005285,"Right Foot","Normal","Open Play",2,7,3.19061122670877,7.50266619276108,7,3,1,0,0
6.40702739185653,5.38144961882948,65.7722546820459,"Left Foot","Volley","Open Play",2,7,1.96468827043886,2.86530975637888,7,2,1,0,1
26.1078532246525,29.5169442862909,10.5446047096865,"Right Foot","Normal","Free Kick",7,10,7.07106781186548,28.0071419462965,10,1,1,0,0
32.8324534569075,32.6442950605462,13.9533718887562,"Right Foot","Normal","Open Play",2,8,1.29999999999999,29.3492759706266,1,1,1,0,0
22.8615397556683,24.4436085715673,15.8961918575757,"Right Foot","Normal","Open Play",5,9,1.16619037896906,23.1708869057704,5,1,1,0,0
52.6076990563168,53.2245244224878,8.38494589429429,"Right Foot","Lob","Open Play",5,9,2.08086520466848,46.1670878440475,1,0,1,0,0
23.2422029936923,22.9019649811976,11.9908349790393,"Left Foot","Half Volley","Open Play",3,5,2.23606797749979,20.8002403832263,4,1,1,0,0
9.35093578204877,7.5392307299883,53.8972630651436,"Right Foot","Normal","Open Play",5,8,1,2.78926513619627,6,1,1,0,1
24.4806045676981,25.4403223250021,16.6523480841609,"Right Foot","Normal","Open Play",4,8,1.4,23.9232104868891,2,1,2,0,0
2.87923600977758,22.8989082709198,17.9616425005763,"Left Foot","Normal","Open Play",3,9,1.0295630140987,21.2438226315322,7,1,3,0,0
11.9473846510439,19.1783732365391,17.7772849559933,"Left Foot","Half Volley","Open Play",5,8,7.91012010022604,17.8280677584532,8,2,1,0,0
19.0559701930917,23.2647802482637,17.3400485411456,"Left Foot","Normal","Open Play",3,6,3.7107950630559,19.3775643464291,5,1,2,0,0
4.03112887414927,4.88262224629348,76.2336993145338,"Left Foot","Normal","Open Play",1,2,3.95600808897049,3.95600808897049,2,1,0,0,1
11.9854077944807,11.8713941893949,37.0755386425063,"Right Foot","Normal","Open Play",2,6,5.23450093132096,5.23450093132096,4,0,1,0,1
1.77200451466693,14.4668586776812,12.1459635243721,"Left Foot","Normal","Open Play",1,5,1.77200451466693,9.56347217280418,4,3,1,0,0
5.32353266168247,14.5578157702315,24.5749110518406,"Left Foot","Normal","Open Play",2,4,1.22065556157337,5.45893762558247,3,0,1,0,0
26.8268522193715,28.7001742154991,15.8685404412999,"Right Foot","Normal","Open Play",5,10,4.68401537145215,27.6260746397312,3,1,2,0,0
28.1469358900751,30.2418584085039,12.8393998727595,"Right Foot","Normal","Free Kick",8,11,12.0154067763018,29.4925414299955,11,1,3,0,0
7.72010362624751,24.5544293356616,17.1213859222015,"Right Foot","Normal","Open Play",7,10,2.42074368738203,21.9155196151038,6,1,2,0,0
1.14017542509914,23.1261756457915,17.8625618668407,"Left Foot","Half Volley","Open Play",7,10,1.28062484748657,20.4592277469117,6,1,2,0,0
22.155134844997,19.4064422293217,23.2861667321667,"Left Foot","Half Volley","Open Play",6,9,2.28035085019828,17.1026313764871,9,1,2,0,0
10.4690018626419,12.3016259087976,36.0213311996011,"Head","Normal","Open Play",3,8,1.0770329614269,11.2017855719524,7,1,1,0,0
11.5693560754262,11.2017855719524,39.2973856647762,"Head","Normal","Open Play",4,9,1.9723082923316,8.60232526704264,6,1,1,0,1
19.0850727009357,16.0639347608237,21.3058863477771,"Right Foot","Normal","Open Play",6,10,1.7464249196573,7.54718490564528,7,0,1,0,0
35.2647132414259,27.6354844357757,16.338914117054,"Right Foot","Normal","Open Play",4,7,4.70106370941727,23.7427883787899,5,1,3,0,0
25.2003968222725,26.8972117514065,16.4434572175959,"Right Foot","Normal","Open Play",5,10,6.87677249878167,25.7171149237235,7,1,3,0,0
6.71863081289633,11.363538181394,38.6276768955315,"Head","Normal","Open Play",1,7,0.721110255092792,7.21110255092798,4,1,1,0,0
11.8473625756959,11.0652609548984,39.5824743613905,"Head","Normal","Open Play",4,8,0.599999999999994,9.2913938674453,6,1,2,0,0
1.52643375224738,17.6173210222213,14.3303398267143,"Right Foot","Normal","Open Play",6,10,2.23606797749979,13.2608446186508,7,1,2,0,0
16.2963186026783,26.4433356443547,16.6242044689529,"Right Foot","Normal","Open Play",7,11,2.58069758011278,25.0059992801727,8,1,5,0,0
6.17170964968379,11.5117331449265,38.0502244816472,"Head","Normal","Open Play",6,11,0.500000000000006,11.1287914887467,11,3,1,0,0
2.14709105535839,16.4401946460497,22.5526344477521,"Right Foot","Normal","Open Play",6,10,2.1095023109729,11.7991525119392,10,3,5,0,0
4.82700735445887,15.4175224987674,28.902975995016,"Left Foot","Normal","Open Play",7,11,1.61554944214035,14.7488982639382,11,3,3,0,0
15.307514494522,16.3682619724881,24.8742900571228,"Left Foot","Half Volley","Open Play",2,8,2.19999999999999,15.2200525623271,5,1,1,0,0
8.56329375882902,11.6,29.5446347395697,"Head","Normal","Open Play",3,9,1.56204993518133,8.56329375882902,7,1,2,0,0
8.8255311454892,10.8632407687577,38.382012712013,"Right Foot","Volley","Open Play",5,9,0.761577310586379,9.68400743494138,9,2,2,0,0
11.6498927033686,11.7881296226331,36.5644987033493,"Left Foot","Normal","Open Play",5,8,2.34307490277199,9.16787870774914,6,1,1,0,0
14.0160622144738,17.725969649077,20.4500622232561,"Right Foot","Volley","Open Play",2,6,2.19544984001001,10.285912696499,3,1,0,0,0
32.5,28.5685141370706,11.5278865493878,"Left Foot","Normal","Open Play",3,8,3.92045915678253,25.3970470724453,1,1,1,0,0
21.5870331449229,22.8560714034586,16.8734706546754,"Left Foot","Normal","Open Play",5,9,1.81107702762748,19.3868512141606,7,1,1,0,0
7.87210264160725,7.23671196055224,57.3678777426526,"Head","Normal","Open Play",6,10,1.41421356237309,5.90084739677276,6,1,1,0,0
0.999999999999999,10.3947101931704,32.3925862473314,"Right Foot","Half Volley","Open Play",5,8,1.36014705087354,6.72086303981862,7,1,2,0,0
12.2930874885035,14.1548578233764,29.4279400118642,"Right Foot","Overhead Kick","Open Play",5,8,3.19061122670877,13.0034610777285,7,4,3,0,0
3.20156211871643,20.6903359083414,21.7011368769799,"Left Foot","Normal","Open Play",6,9,3.70135110466435,17.4106289375197,5,1,2,0,0
1.34164078649988,5.20096144957834,75.1243179983612,"Head","Normal","Open Play",5,11,2.0591260281974,3.5,11,7,2,0,0
25.3822772815995,28.7013936943835,12.0748465282321,"Left Foot","Normal","Open Play",5,9,3.80788655293195,25.8474370102724,6,1,1,0,0
1.78885438199983,11.9096599447675,29.7762526055658,"Right Foot","Normal","Open Play",4,9,2.34307490277199,9.7082439194738,7,1,2,0,0
2.20907220343744,23.1423853567432,19.5793911235324,"Left Foot","Normal","Open Play",6,10,2.78926513619627,21.1683726346642,5,1,2,0,0
2.64196896272458,23.7472103624826,17.1987911435624,"Left Foot","Normal","Open Play",7,10,2.72946881279124,22.4555115728856,8,1,2,0,0
4.04969134626331,21.9572311551343,19.4714056792275,"Right Foot","Volley","Open Play",8,11,2.26715680975093,20.2408003794316,8,1,3,0,0
29.9285816570047,30.3916106845294,14.5275540730211,"Left Foot","Normal","Free Kick",8,11,8.98220462915426,29.386561554561,5,1,3,0,0
33.5672459400529,26.9584866044072,14.1507499424361,"Right Foot","Normal","Open Play",6,10,4.3566041821584,23.8247770188936,5,1,2,0,0
21.3759210327883,21.8563491919396,20.2576323995886,"Left Foot","Normal","Open Play",3,8,7.15541752799933,19.8640378573945,5,1,2,0,0
1.82482875908946,23.693459012985,18.8694043064249,"Left Foot","Normal","Open Play",6,11,2.2561028345357,20.2200395647486,3,1,2,0,0
0.565685424949231,9.91564420499243,32.6760888031945,"Right Foot","Backheel","Open Play",4,8,1.14017542509913,5.93969696196699,7,2,2,0,0
23.0688101123573,21.8073382144635,20.6068548360486,"Right Foot","Normal","Open Play",7,10,1.20415945787923,17.4264167286336,3,1,1,0,0
5.42033209314706,9.93227063666713,39.1134271161767,"Right Foot","Normal","Open Play",2,5,2.65706605111729,5.90338885725818,5,2,1,0,0
17.6309387157916,18.7395304103385,17.3632710400422,"Left Foot","Half Volley","Open Play",3,8,3.80131556174963,15.980613254816,6,2,1,0,0
11.2720894247695,14.3031465069753,27.555303537247,"Head","Normal","Open Play",4,9,0.70710678118655,11.8473625756959,7,1,1,0,0
17.0801053860917,21.8961183774659,13.3991832195807,"Right Foot","Normal","Open Play",3,7,3.47131099154196,18.054362353736,5,1,2,0,0
19.8010100752462,22.9172424170099,13.9408918518826,"Left Foot","Normal","Open Play",6,10,1.52315462117277,20.5065843084605,8,1,1,0,0
28.3301959047233,31.141612032777,14.4848274152082,"Right Foot","Normal","Open Play",5,8,5.10881590977792,29.9474539819331,1,1,1,0,0
3.40587727318527,17.1011695506477,26.3282931051709,"Left Foot","Normal","Open Play",5,10,1.42126704035519,16.100931650063,8,1,2,0,0
7.46860093993514,10.8231233939192,27.9217321621552,"Head","Normal","Open Play",6,11,0.854400374531749,7.92464510246358,8,2,1,0,0
11.8680242669115,12.1004132160848,36.583449356603,"Left Foot","Normal","Penalty",0,0,0,0,0,0,0,1,0
33.3114094568212,32.281573691504,13.7139021920759,"Right Foot","Normal","Open Play",4,9,2.14709105535839,27.6052531232735,1,1,1,0,0
8.40238061504001,11.0887330205033,27.634765076362,"Right Foot","Normal","Open Play",3,8,2.24722050542442,8.1320354155648,5,1,1,0,0
9.45409963983881,31.1400064226069,14.0800562162914,"Left Foot","Normal","Free Kick",7,11,9.65194280961093,31.1602310646118,6,1,4,0,0
39.6141388900478,28.5271800218669,15.2563340643946,"Left Foot","Half Volley","Open Play",6,11,2.20227155455453,28.0223125384041,5,1,3,0,0
1.10453610171873,10.4938076978759,41.4759714161258,"Left Foot","Half Volley","Open Play",5,9,2.12132034355965,9.5005263012109,8,5,4,0,0
1.16619037896906,12.3822453537313,20.4480575186974,"Right Foot","Normal","Open Play",2,6,2,9.30053761886914,4,2,2,0,0
7.1112586790244,7.11758385970969,58.6079877168828,"Left Foot","Volley","Open Play",3,7,3.92045915678253,6.41950153828161,6,1,1,0,1
