"attacking_team","is_home","defending_team","shot_dist","dist_to_goal","shot_angle","body_part","shot_technique","shot_type","teammates_in_frame","opponents_in_frame","closest_opponent_dist","goalkeeper_dist","opponents_in_penalty_area","opponents_in_goal_area","opponents_in_shot_path","is_penalty","is_goal"
"Chievo",1,"Napoli",0.799999999999997,8.67294644281861,47.5761568810042,"Right Foot","Overhead Kick","Open Play",4,9,0.894427190999913,7.00642562224134,7,1,2,0,0
"Palermo",0,"Chievo",10.5,27.3748059353852,13.9078619379349,"Right Foot","Normal","Open Play",5,8,2.10950231097289,23.6171547820647,4,1,2,0,0
"Palermo",0,"Chievo",23.7682561413327,24.2425246210043,18.347713230863,"Right Foot","Normal","Open Play",5,9,3.7107950630559,22.7899100480893,5,1,3,0,0
"Palermo",0,"Chievo",5.19230199429887,7.96492310069595,40.1365928768425,"Right Foot","Volley","Open Play",4,9,0.42426406871193,4.04969134626332,8,2,2,0,0
"Chievo",1,"Palermo",9.92975326984512,9.09065454189081,34.848665439996,"Left Foot","Backheel","Open Play",4,6,2.21359436211787,5.30377224247045,4,2,1,0,0
"Chievo",1,"Palermo",4.07062648740952,5.76281181368956,59.1387507594131,"Right Foot","Normal","Open Play",4,7,5.95063021872474,6.25859409132754,7,3,0,0,1
"Palermo",0,"Chievo",26.2068693284795,24.3680118187759,17.9516781697984,"Left Foot","Half Volley","Open Play",2,7,3.00166620396073,23.497446669798,2,1,1,0,0
"Chievo",1,"Palermo",16.8404275480167,20.3924005453012,20.613340979998,"Right Foot","Half Volley","Open Play",6,10,1.34536240470737,17.3850510496806,7,1,1,0,0
"Chievo",1,"Palermo",31.3517144666763,31.3006389711137,14.5647600338053,"Right Foot","Normal","Open Play",7,10,3.98246155034797,29.1001718207986,5,1,3,0,0
"Palermo",0,"Chievo",8.49588135510377,11.4629839047257,28.4013264682657,"Right Foot","Volley","Open Play",1,3,2.70185121722125,8.40238061503999,3,1,1,0,0
"Palermo",0,"Chievo",7.50066663703967,20.9246266394409,17.8691717992373,"Right Foot","Normal","Open Play",4,5,2.5238858928248,17.6173210222213,5,1,1,0,0
"Palermo",0,"Chievo",28.1442711754986,27.9789206367937,16.2288106757755,"Right Foot","Volley","Open Play",7,11,2.38537208837532,26.3918548040868,8,1,3,0,0
"Palermo",0,"Chievo",6.200806399171,6.97710541700497,56.6202726601832,"Right Foot","Normal","Open Play",2,5,2.5298221281347,2.5298221281347,5,1,1,0,1
"Chievo",1,"Palermo",11.1400179533069,10.8342050931298,40.1760080146073,"Head","Normal","Open Play",1,4,0.412310562561767,9.21954445729289,4,1,1,0,0
"Chievo",1,"Palermo",1.06301458127346,18.7416648139913,17.2347397475842,"Right Foot","Normal","Open Play",5,9,2.08806130178211,15.274161188098,7,1,2,0,0
"Chievo",1,"Palermo",31.5900300727935,29.6138481119898,14.931748532813,"Right Foot","Half Volley","Open Play",5,9,3.02654919008431,26.8262930722827,1,1,2,0,0
"Chievo",1,"Palermo",9.70154626850793,9.43398113205661,45.8504821657388,"Head","Normal","Open Play",4,8,0.223606797749985,7.2034713853808,4,1,1,0,1
"Palermo",0,"Chievo",24.2538656712698,29.2056501382866,11.0336055732282,"Left Foot","Normal","Open Play",2,7,5.30754180388624,24.9609695324521,7,1,2,0,0
"Chievo",1,"Palermo",27.8770514940156,29.2658504062329,13.7457166742005,"Left Foot","Normal","Free Kick",5,10,9.21140597303149,29.0227496974356,9,1,3,0,1
"Palermo",0,"Chievo",16.1895027718581,19.7223223784624,21.5376530777061,"Right Foot","Normal","Open Play",4,8,0.781024967590672,16.3615402697912,6,1,2,0,0
"Palermo",0,"Chievo",21.689859381748,22.823890991678,19.3784010120209,"Left Foot","Volley","Open Play",5,9,6.53681879816169,21.2776878443124,8,1,2,0,0
"Palermo",0,"Chievo",1.40356688476181,18.8321533553654,23.9467891354027,"Left Foot","Normal","Open Play",4,9,2.13775583264319,15.0332963783729,5,1,1,0,0
"Palermo",0,"Chievo",11.8595952713404,11.4756263445618,37.7571923127227,"Head","Normal","Open Play",5,11,0.943398113205658,10.1390334845093,10,1,1,0,0
"Palermo",0,"Chievo",2.2,5.00899191454728,62.6846744345442,"Left Foot","Half Volley","Open Play",6,10,1.67630546142402,1.7464249196573,10,3,0,0,0
"Sampdoria",0,"Chievo",5.02891638427206,29.3163776752859,14.7206559626032,"Right Foot","Normal","Open Play",4,8,4.90407993409569,27.3221521846285,5,1,2,0,0
"Chievo",1,"Sampdoria",20.8432243187085,9.8488578017961,41.6335393365702,"Left Foot","Normal","Open Play",3,6,1.16619037896906,8.16088230524126,5,1,2,0,0
"Sampdoria",0,"Chievo",10.3696673042099,14.4128414963879,4.29517085659689,"Right Foot","Normal","Open Play",3,7,3.51140997321589,10.4580112832221,5,2,1,0,0
"Sampdoria",0,"Chievo",13.0188325129406,13.6312141792285,31.4853530689886,"Right Foot","Normal","Open Play",1,7,4.3324358044869,5.44058820349418,5,0,1,0,1
"Chievo",1,"Sampdoria",28.7934020219911,29.5218563101984,14.9224133234745,"Left Foot","Normal","Open Play",3,8,3.95600808897049,27.8992831449125,1,1,2,0,0
"Chievo",1,"Sampdoria",29.0547758552703,25.6456624012717,17.1152766347731,"Right Foot","Normal","Open Play",2,7,3.6124783736377,20.2484567313166,1,1,1,0,0
"Chievo",1,"Sampdoria",23.9754040633312,25.9470614906582,15.5751294665774,"Right Foot","Normal","Open Play",4,9,1.26491106406736,23.881373494839,1,1,1,0,0
"Sampdoria",0,"Chievo",4.80832611206853,32.8876876657511,13.1829651585409,"Right Foot","Normal","Open Play",7,11,4.78016736108686,30.2649962828347,5,1,4,0,0
"Chievo",1,"Sampdoria",9.7,7.83900503890641,51.7243530931096,"Right Foot","Half Volley","Open Play",2,5,3.10483493925201,3.10483493925201,5,1,1,0,1
"Sampdoria",0,"Chievo",31.3958595996351,31.104019032916,14.6543057836258,"Right Foot","Normal","Free Kick",7,11,9.68762096698668,28.8249891587144,4,1,3,0,0
"Chievo",1,"Sampdoria",21.050890717497,17.722584461641,25.1574170247644,"Right Foot","Normal","Open Play",3,9,2.02484567313166,15.9050306507092,7,1,2,0,0
"Chievo",1,"Sampdoria",1.25299640861417,17.2626765016321,12.4771666420057,"Right Foot","Normal","Open Play",2,6,1.58113883008419,13.2378245946983,6,1,1,0,0
"Chievo",1,"Sampdoria",36.580049207184,26.5770577754574,6.80670519446027,"Right Foot","Normal","Open Play",5,8,3.56931365951495,24.0308135526037,7,1,1,0,0
"Chievo",1,"Sampdoria",6.27694193059008,12.6178445068878,31.8017448713362,"Left Foot","Volley","Open Play",3,9,3.93192065026751,11.5412304370028,6,2,2,0,0
"Sampdoria",0,"Chievo",3.54682957019365,24.153674668671,16.7899899463424,"Left Foot","Half Volley","Open Play",6,11,3.32415402771894,21.651789764359,9,3,5,0,0
"Sampdoria",0,"Chievo",16.7047897322894,21.1227365651328,17.641382514092,"Right Foot","Volley","Open Play",5,10,5.41202365109392,18.8600106044509,10,2,4,0,0
"Chievo",1,"Sampdoria",24.432150949108,20.9117192023994,17.1982457256332,"Left Foot","Normal","Open Play",4,9,4.14849370253831,17.8440466262561,7,1,1,0,0
"Chievo",1,"Sampdoria",10.1118742080783,7.37563556583431,56.3099324740202,"Head","Normal","Open Play",5,9,1.30384048104053,5.09607692249637,8,3,2,0,0
"Sampdoria",0,"Chievo",3.80788655293195,10.5437185091409,27.1472371456543,"Right Foot","Normal","Open Play",1,5,2.4738633753706,3.99624824053761,5,1,1,0,0
"Sampdoria",0,"Chievo",18,19.1384429878713,13.8559814456402,"Left Foot","Volley","Open Play",3,5,3,12.4631456703354,5,3,4,0,0
"Chievo",1,"Sampdoria",6.64830805543786,33.9838196793709,13.0890072253984,"Right Foot","Normal","Open Play",6,9,6.55133574166367,33.1308013787774,4,1,3,0,0
"Chievo",1,"Sampdoria",7.98122797569397,8.30060238777886,49.3451293010686,"Head","Normal","Open Play",3,6,0.860232526704265,6.26418390534633,6,1,1,0,0
"Sampdoria",0,"Chievo",16.6760307027782,18.6077940659284,21.1855918164328,"Right Foot","Half Volley","Open Play",3,7,4.12310562561766,15.6284996080878,5,1,1,0,0
"Chievo",1,"Sampdoria",1.4142135623731,20.7060377667964,16.9254139574751,"Left Foot","Normal","Open Play",5,10,1.552417469626,17.8600111982048,7,1,2,0,0
"Chievo",1,"Sampdoria",9.2660671268883,13.6003676420897,18.5802944597802,"Right Foot","Half Volley","Open Play",3,6,3.4132096331752,9.34772699644143,6,1,1,0,0
"Sassuolo",0,"Chievo",12.747548783982,29.3954078046215,15.0475774157896,"Left Foot","Normal","Open Play",5,9,1.802775637732,25.496078129783,3,1,1,0,0
"Sassuolo",0,"Chievo",13.0146071780903,15.3264477293338,23.1511890191572,"Left Foot","Half Volley","Open Play",4,9,1.7464249196573,11.8810773922233,8,1,2,0,0
"Chievo",1,"Sassuolo",17.727944043233,21.3084490284957,17.6287965736384,"Right Foot","Normal","Open Play",2,6,1.38924439894498,17.2568826848884,4,1,1,0,0
"Sassuolo",0,"Chievo",30.9588436476558,28.6225435627234,15.210747602669,"Right Foot","Normal","Open Play",4,8,3.55105618091294,25.872379094316,6,1,2,0,0
"Chievo",1,"Sassuolo",12.1016527796826,11.9004201606498,37.1563450756484,"Left Foot","Normal","Penalty",0,0,0,0,0,0,0,1,1
"Sassuolo",0,"Chievo",29.9113690759885,27.8548020994585,12.4666808285045,"Right Foot","Normal","Open Play",4,8,0.627282998733427,24.4761108021679,5,1,1,0,1
"Chievo",1,"Sassuolo",2.70185121722127,25.1872983862899,13.3891574762808,"Right Foot","Normal","Open Play",3,6,2.75862284482674,21.3714763177465,5,1,2,0,0
"Sassuolo",0,"Chievo",16.2926363735278,19.7974745864214,21.6993821379026,"Right Foot","Normal","Open Play",2,7,1.61245154965971,16.4283291907607,5,1,1,0,0
"Chievo",1,"Sassuolo",12.5876924017073,16.7409677139645,16.6837277049583,"Right Foot","Normal","Open Play",3,6,1.10453610171873,12.5733845880892,5,1,1,0,0
"Chievo",1,"Sassuolo",13.3093951778434,13.3958948935859,18.1558190968241,"Right Foot","Half Volley","Open Play",2,6,6.61891229734916,12.7581346598944,6,2,0,0,0
"Chievo",1,"Sassuolo",15.4987096237074,19.557607215608,15.7262926495888,"Left Foot","Normal","Open Play",4,8,2.64764045897475,15.6984075625523,8,1,1,0,0
"Sassuolo",0,"Chievo",7.32461603089199,7.70778826901725,52.6107468403463,"Right Foot","Volley","Open Play",2,6,1.38924439894498,5.10098029794273,6,1,1,0,0
"Sassuolo",0,"Chievo",29.0258505474,31.1207326391909,13.4616022432455,"Right Foot","Normal","Open Play",7,9,5.05371150739731,26.3865496039175,4,1,2,0,0
"Chievo",1,"Sassuolo",8.3725742755738,23.9,19.0023863030563,"Right Foot","Normal","Open Play",4,8,4.29534631898291,20.8117755129158,5,1,3,0,0
"Sassuolo",0,"Chievo",10.0244700608062,17.2429695818325,16.7747021865966,"Left Foot","Overhead Kick","Open Play",4,9,3.44818792991333,14.1209064864831,6,1,1,0,0
"Chievo",1,"Sassuolo",37.8001322749008,36.9845913861435,12.3180781997938,"Right Foot","Normal","Free Kick",9,11,9.59009906101079,35.3814923370963,7,1,2,0,0
"Sassuolo",0,"Chievo",26.1176185744413,24.1629882257969,18.1727170007837,"Left Foot","Normal","Open Play",4,7,2.66833281282527,20.0282300765694,5,1,1,0,0
"Sassuolo",0,"Chievo",2.54950975679639,18.9589029218465,17.8201849645477,"Left Foot","Normal","Open Play",1,5,2.90688837074973,14.4045131816386,5,1,2,0,0
"Chievo",1,"Sassuolo",7.78973683766017,6.90507060065282,59.7854916833682,"Head","Normal","Open Play",1,5,0.860232526704265,4.90917508345342,5,2,2,0,0
"Chievo",1,"Sassuolo",23.7760383579771,27.5800652646073,13.3560850493768,"Right Foot","Normal","Open Play",3,8,2.69258240356725,24.8316330514125,2,1,1,0,0
"Sassuolo",0,"Chievo",21.8215489825997,18.9509894200804,17.227488226451,"Left Foot","Normal","Open Play",4,8,3.4828149534536,15.2029602380589,7,1,3,0,0
"Sassuolo",0,"Chievo",32.6156404198967,26.6852018916852,15.8475084099098,"Left Foot","Normal","Open Play",2,9,1.56524758424985,23.1935335815826,1,1,1,0,0
"Sassuolo",0,"Chievo",3.68781778291716,27.0844974108806,12.2042620999375,"Left Foot","Normal","Open Play",4,10,3.76563407675255,23.9835360195281,8,1,2,0,0
"Sassuolo",0,"Chievo",3.86005181312375,22.1352659798793,19.1726312574737,"Left Foot","Normal","Open Play",5,9,2.60768096208106,18.6077940659284,8,1,1,0,0
"Chievo",1,"Sassuolo",25.7390753524675,24.2051647381298,18.2571143956263,"Right Foot","Half Volley","Open Play",6,10,6.3387695966962,20.838905921377,7,1,2,0,0
"Sassuolo",0,"Chievo",14.9281613067383,29.1811583046321,12.6806119334815,"Left Foot","Normal","Open Play",5,9,3.71618083521241,25.1127457678367,6,1,1,0,0
"Sassuolo",0,"Chievo",3.52278299076171,27.0795125510043,15.4016825421683,"Left Foot","Normal","Open Play",7,10,3.52278299076171,25.0599281722833,8,1,2,0,0
"Torino",0,"Chievo",2.20227155455451,19.7017765696396,22.8468676410756,"Right Foot","Volley","Open Play",5,9,2.20227155455451,17.8241409330155,8,1,2,0,0
"Torino",0,"Chievo",6.90000000000001,8.18352002502591,47.2815581681857,"Head","Normal","Open Play",3,8,0.800000000000004,6.26099033699942,7,2,1,0,0
"Chievo",1,"Torino",18.6034942954274,12.9553077925613,33.9954940366648,"Head","Diving Header","Open Play",2,6,1.39283882771841,11.520850663037,5,1,1,0,0
"Chievo",1,"Torino",13.6400146627487,15.593909067325,27.6867678769993,"Head","Normal","Open Play",2,8,1.5,13.1734581640509,4,1,1,0,0
"Torino",0,"Chievo",29.0243001638282,27.9458404776096,16.2659855719957,"Left Foot","Normal","Open Play",5,8,4.50998891351187,26.4546782252213,4,1,2,0,0
"Chievo",1,"Torino",28.4613773384213,31.2853000624894,12.8262564684024,"Left Foot","Normal","Open Play",3,6,2.82842712474619,28.5411982929939,1,1,1,0,0
"Chievo",1,"Torino",24.4182308941496,26.3077935220725,17.1622601227696,"Right Foot","Normal","Open Play",4,7,2.89999999999999,24.4844848832888,1,1,2,0,0
"Chievo",1,"Torino",9.27631392310545,13.514806694881,6.57215719720816,"Left Foot","Normal","Open Play",2,3,2.30867927612304,9.86559678884152,3,1,1,0,0
"Torino",0,"Chievo",26.7904833849634,21.5541179360233,12.3723753905964,"Left Foot","Normal","Open Play",4,9,2.57099202643649,17.0856665073388,8,1,1,0,0
"Torino",0,"Chievo",10.7689368091748,12.3490890352285,34.8933025506986,"Head","Normal","Open Play",4,10,2.10237960416287,11.1825757319144,10,3,1,0,0
"Chievo",1,"Torino",15.546703830716,18.5151289490514,21.9939996165248,"Right Foot","Half Volley","Open Play",2,5,1.48660687473185,15.6668439706279,5,1,2,0,0
"Chievo",1,"Torino",2.37065391822594,6.07453701939498,38.7932868233636,"Head","Diving Header","Open Play",6,11,2.03960780543711,5.26307894677631,11,7,1,0,0
"Chievo",1,"Torino",27.2464676609648,27.1830829745266,16.4024122802343,"Left Foot","Volley","Open Play",4,9,3.53553390593274,25.1644590643232,4,1,1,0,0
"Chievo",1,"Torino",14.2695479956444,12.9,34.4549764529019,"Left Foot","Overhead Kick","Open Play",3,7,1.56524758424985,10.7042047812997,5,1,1,0,0
"Chievo",1,"Torino",23.6907154809643,23.4258404331627,19.3600031734007,"Right Foot","Normal","Open Play",0,3,1.92353840616713,20.5350919160349,1,1,1,0,1
"Udinese",0,"Chievo",13.713132391981,11.8511602807489,34.2704451099221,"Head","Normal","Open Play",2,7,0.707106781186548,10.6929883568626,6,1,1,0,0
"Chievo",1,"Udinese",35.3293079468025,37.6771814232434,11.4074781491301,"Right Foot","Half Volley","Open Play",4,10,5.90338885725818,35.5759750393436,1,1,2,0,0
"Udinese",0,"Chievo",1.56524758424985,20.5234012775661,8.97531315212486,"Left Foot","Normal","Open Play",2,6,1.4,16.4693655008321,5,1,1,0,0
"Chievo",1,"Udinese",10.8853112036358,30.1293876472789,13.2751798283494,"Left Foot","Normal","Free Kick",6,11,10.1390334845093,29.321152774064,10,1,2,0,0
"Chievo",1,"Udinese",21.918029108476,24.2670558576849,16.1963172068765,"Left Foot","Normal","Free Kick",8,11,9.68813707582629,22.947766775876,10,1,2,0,0
"Chievo",1,"Udinese",13.1369707314891,9.90858213873206,33.1134686419657,"Head","Normal","Open Play",5,10,0.640312423743288,7.68374908491942,9,4,2,0,0
"Chievo",1,"Udinese",1.89736659610103,11.9268604418766,35.363435485477,"Right Foot","Half Volley","Open Play",2,7,1.4,10.1,6,1,2,0,0
"Chievo",1,"Udinese",4.77074417675063,6.38122245341753,60.2208508964301,"Head","Normal","Open Play",3,7,1.39283882771842,4.36806593356831,6,3,1,0,0
"Chievo",1,"Udinese",1.89736659610103,4.2953463189829,80.3442206334629,"Right Foot","Volley","Open Play",3,7,1.20415945787922,2.87923600977759,6,4,1,0,1
"Udinese",0,"Chievo",7.25672102261069,8.69252552484029,47.0579787207878,"Head","Normal","Open Play",3,9,0.670820393249937,7.78331548891601,8,1,1,0,0
"Udinese",0,"Chievo",24.0052077683156,23.799369739554,16.2087459003934,"Left Foot","Normal","Free Kick",8,11,8.80738326632831,22.9368698823532,11,1,3,0,0
"Chievo",1,"Udinese",10.7447661677675,13.4461890511773,31.0454908268631,"Head","Normal","Open Play",1,4,2.40416305603426,11.0860272415325,3,1,1,0,0
"Udinese",0,"Chievo",28.643498389687,14.0160622144738,17.0089717138113,"Right Foot","Volley","Open Play",4,8,4.70106370941727,10.5475115548645,8,3,2,0,0
"Udinese",0,"Chievo",7.20069441095787,10.1242283656583,43.0486571186422,"Right Foot","Normal","Open Play",3,7,2.51793566240283,8.60929730001235,7,3,4,0,0
"Udinese",0,"Chievo",6.15548535860496,6.43506021727847,54.784281648333,"Right Foot","Backheel","Open Play",3,7,2.86530975637888,5.82494635168428,7,4,2,0,1
"Udinese",0,"Chievo",16.9729196074217,21.8002293565916,6.16417576383811,"Left Foot","Normal","Open Play",3,8,2.02237484161567,17.6646539734012,8,1,1,0,0
"Udinese",0,"Chievo",1.70293863659263,14.3003496460751,19.8365390833093,"Right Foot","Normal","Open Play",3,9,1.48660687473186,9.97647232241938,7,1,2,0,0
"Chievo",1,"Udinese",23.6603043091166,9.9929975482835,42.1851466882089,"Head","Normal","Open Play",6,10,2.51793566240283,8.82949602185764,10,3,3,0,0
"Udinese",0,"Chievo",4.38406204335659,18.7416648139913,17.8562232573143,"Left Foot","Normal","Open Play",2,6,2.35372045918796,14.5165422880244,6,1,2,0,0
"Udinese",0,"Chievo",17.7200451466693,30.4217027794303,14.2157587550326,"Right Foot","Half Volley","Open Play",6,11,4.83838816136117,29.1892103353277,8,1,4,0,0
"Chievo",1,"Udinese",27.107379069176,28.2577423018896,14.8311087451484,"Right Foot","Normal","Open Play",3,8,1.84390889145858,26.370627599661,2,1,1,0,1
"Chievo",1,"Udinese",13.7902139214734,14.3010489125798,22.1651873252164,"Right Foot","Half Volley","Open Play",4,9,3.4132096331752,9.53834367172834,8,5,2,0,0
"Udinese",0,"Chievo",31.000645154577,31.5017459833578,14.2519927639818,"Right Foot","Normal","Open Play",4,8,4.7169905660283,28.014282071829,2,1,2,0,0
"Chievo",1,"Udinese",16.0327789231936,15.3583853317984,28.9438629316535,"Right Foot","Half Volley","Open Play",4,9,4.74236228055175,13.4372616257927,6,1,2,0,0
"Udinese",0,"Chievo",10.1019800039398,8.1344944526381,43.2528939041894,"Right Foot","Lob","Open Play",2,5,2.56124969497314,2.56124969497314,5,1,1,0,1
"Chievo",1,"Udinese",8.27647267862342,7.65375724726098,53.9038511964457,"Head","Normal","Open Play",3,9,0.600000000000001,6.28012738724304,6,1,1,0,0
"Udinese",0,"Chievo",4.97292670366255,15.8619040471187,27.6059770472914,"Right Foot","Normal","Open Play",2,7,2.12602916254693,12.8319912718175,5,1,2,0,0
"Udinese",0,"Chievo",23.8597988256398,25.5313532739649,12.5545656941601,"Left Foot","Normal","Open Play",3,7,3.25576411921995,22.6291846958745,6,1,1,0,0
"Udinese",0,"Chievo",10.4345579685965,13.9917833030676,31.7396160883595,"Left Foot","Normal","Open Play",3,6,1.80277563773199,10.2703456611742,5,1,1,0,0
"AC Milan",0,"Empoli",12.5483066586691,12.5674181914982,35.1655777051206,"Right Foot","Half Volley","Open Play",0,4,1.58113883008419,5.96824932455071,4,0,1,0,1
"Empoli",1,"AC Milan",27.3528791903156,29.5237192778959,15.3697922209782,"Right Foot","Normal","Open Play",3,8,1.5811388300842,27.5524953497864,1,1,2,0,0
"AC Milan",0,"Empoli",29.7558397629776,24.775189202103,14.2658092458293,"Right Foot","Normal","Open Play",4,8,2.55538646783613,22.9192059199266,6,1,1,0,0
"AC Milan",0,"Empoli",17.9738699227518,20.1717624415915,12.3517633355338,"Left Foot","Volley","Open Play",3,6,3.08058436014987,16.9189243156886,5,1,1,0,0
"Empoli",1,"AC Milan",16.1721983663323,16.9758652209541,19.876213428186,"Right Foot","Normal","Open Play",1,7,2.96141857899217,6.68430998682737,5,0,1,0,1
"AC Milan",0,"Empoli",21.6115709748274,29.2740499418854,15.1183442948114,"Right Foot","Normal","Open Play",3,8,3.30151480384385,21.9018264078592,1,0,1,0,0
"AC Milan",0,"Empoli",20.6286208942818,20.9059800057304,21.2805745160204,"Right Foot","Normal","Free Kick",7,11,6.19112267686564,19.9379036009306,11,1,4,0,0
"Empoli",1,"AC Milan",21.5640905210491,41.2466968374438,9.48608211538416,"Right Foot","Normal","Open Play",4,6,1.4560219778561,34.7932464711185,2,1,1,0,0
"Empoli",1,"AC Milan",16.8629771985851,20.5419083826211,13.4112585043389,"Right Foot","Volley","Open Play",3,8,5.97745765355138,16.3835283135227,7,1,1,0,0
"Empoli",1,"AC Milan",12.1202310209006,29.4721902816876,14.4685055701477,"Right Foot","Normal","Open Play",5,11,3.32415402771893,26.896096371035,5,1,1,0,0
"Empoli",1,"AC Milan",27.4765354439019,25.0880449616944,18.0583612131344,"Left Foot","Half Volley","Open Play",4,10,3.53553390593274,22.2728534319247,1,1,2,0,0
"AC Milan",0,"Empoli",6.57343137181792,28.2109907660118,15.4266814097765,"Right Foot","Normal","Open Play",5,9,1.62788205960997,26.0633842775646,3,1,2,0,0
"AC Milan",0,"Empoli",17.6875662542929,17.3080905937079,23.4830485973917,"Left Foot","Normal","Open Play",3,8,2.05182845286832,15.3026141557578,4,1,1,0,0
"AC Milan",0,"Empoli",14.8404851672713,13.7535449975634,22.5775615154491,"Left Foot","Normal","Open Play",4,8,2.70185121722125,2.70185121722125,5,0,1,0,1
"Empoli",1,"AC Milan",23.201939574096,25.0071989634985,18.1705190723077,"Left Foot","Normal","Open Play",3,6,2.47588368062799,23.2002155162404,2,1,1,0,0
"Empoli",1,"AC Milan",18.8430358488222,21.6603324074216,17.0753606821734,"Right Foot","Normal","Open Play",4,9,2.43310501211929,18.0005555469824,8,1,3,0,0
"Empoli",1,"AC Milan",5.88557558782486,6.98927750200262,54.702493274501,"Left Foot","Half Volley","Open Play",4,8,3.18276609256791,3.18276609256791,8,1,1,0,1
"Empoli",1,"AC Milan",6.48459713474939,18.580904176062,12.4679890780244,"Left Foot","Normal","Open Play",4,8,2.76586333718785,14.2393820090621,8,2,3,0,0
"Empoli",1,"AC Milan",26.1007662722764,22.1334588349856,14.6634885493331,"Left Foot","Normal","Open Play",6,10,2.98328677803526,18.1738823590338,7,1,2,0,0
"AC Milan",0,"Empoli",13.1186889588861,21.8888099265355,20.2876701524462,"Right Foot","Volley","Open Play",7,10,4.46430285710995,20.1019899512461,10,1,5,0,0
"Empoli",1,"AC Milan",22.6035395458322,23.0054341406547,19.4055757725782,"Left Foot","Normal","Open Play",4,7,5.00099990001999,20.41984329029,3,1,1,0,0
"AC Milan",0,"Empoli",23.9081576036298,24.9899979991996,17.4435157267751,"Right Foot","Normal","Free Kick",7,11,6.45368112010502,24.2870335776109,10,1,5,0,0
"Empoli",1,"AC Milan",10.5309068935206,11.994165248153,36.6700562060972,"Head","Normal","Open Play",1,8,0.761577310586392,9.88584847142622,5,1,1,0,0
"Empoli",1,"AC Milan",8.06039701255466,31.1977563295824,14.4789824367181,"Right Foot","Normal","Free Kick",7,11,8.63712915267568,30.2332598308552,2,1,4,0,0
"Empoli",1,"AC Milan",30.9646572724453,30.9131040175522,14.7396608315625,"Left Foot","Normal","Open Play",6,9,5.55427763079954,29.6082758701009,6,1,1,0,0
"Empoli",1,"AC Milan",18.5884372662147,9.61665222413704,35.4241310133272,"Right Foot","Volley","Open Play",5,8,1.04403065089105,5.71401785086466,6,1,1,0,0
"AS Roma",0,"Empoli",31.4006369362152,31.0412628609082,14.6667462765195,"Right Foot","Normal","Open Play",5,8,3.0364452901378,29.3824777716244,1,1,1,0,1
"Empoli",1,"AS Roma",29.6718722024749,28.344488000315,15.8259631543587,"Right Foot","Normal","Open Play",3,9,3.80788655293195,26.4357712200723,1,1,1,0,0
"Empoli",1,"AS Roma",13.2378245946983,18.3199344976995,12.8313813944976,"Left Foot","Normal","Open Play",2,6,1.38924439894498,13.645878498653,4,1,1,0,0
"Empoli",1,"AS Roma",1.10453610171872,13.4647688431699,32.7684990787698,"Right Foot","Volley","Open Play",5,10,1.90262975904404,12.391125856838,9,1,4,0,0
"AS Roma",0,"Empoli",9.88433103452124,18.8732615093417,23.6240764927451,"Right Foot","Half Volley","Open Play",4,8,5.03289181286464,10.0424100693011,7,0,2,0,0
"AS Roma",0,"Empoli",17.9777640433954,15.6204993518133,28.0724869358529,"Head","Normal","Open Play",5,11,1.94164878389476,14.7231110842784,10,1,2,0,0
"AS Roma",0,"Empoli",7.99061950038918,22.1822000712283,20.1202109962005,"Right Foot","Normal","Free Kick",7,9,6.36396103067893,21.7816436478058,9,1,4,0,0
"AS Roma",0,"Empoli",20.843464203438,20.2054448107435,22.0899342873936,"Right Foot","Half Volley","Open Play",6,10,2.73130005674954,19.7131935515279,9,1,4,0,1
"AS Roma",0,"Empoli",36.2779547383807,31.4607692213652,11.7417356081033,"Right Foot","Normal","Open Play",5,8,5.80344725141877,29.220027378495,2,1,2,0,0
"Empoli",1,"AS Roma",12.050311199301,14.8033779928772,27.6444998472828,"Right Foot","Half Volley","Open Play",2,9,1.16619037896906,12.8390030765632,4,1,1,0,0
"AS Roma",0,"Empoli",1.62788205960997,29.9843292404549,11.0219134766768,"Left Foot","Normal","Open Play",5,9,1.71172427686237,27.0174017995809,5,1,2,0,0
"AS Roma",0,"Empoli",17.2029067311312,19.2836718495208,21.4753281548712,"Right Foot","Normal","Open Play",5,9,0.921954445729292,17.5114248420852,7,1,1,0,0
"AS Roma",0,"Empoli",34.7282305912639,34.7243430463414,13.1333220290446,"Right Foot","Normal","Open Play",7,11,8.07774721070175,33.3294164365355,5,1,3,0,0
"Empoli",1,"AS Roma",9.8979795918157,10.4216121593542,39.076852056072,"Right Foot","Volley","Open Play",3,8,1.65529453572469,9.34772699644144,8,2,1,0,0
"AS Roma",0,"Empoli",26.4503308107857,24.1406296521031,18.786931292579,"Right Foot","Half Volley","Open Play",7,11,3.13209195267316,22.5319772767505,9,1,2,0,0
"Empoli",1,"AS Roma",5.5659680200303,38.3835902437487,11.0882293848895,"Right Foot","Normal","Open Play",6,11,3.104834939252,35.9702654980471,1,1,2,0,0
"AS Roma",0,"Empoli",9.7082439194738,22.2443251190051,17.0889376105556,"Left Foot","Normal","Open Play",2,6,3.96232255123179,10.2727795654341,2,0,1,0,0
"AS Roma",0,"Empoli",9.27038294786143,9.76165969494942,40.6167634282318,"Right Foot","Normal","Open Play",1,4,4.42944691807002,4.42944691807002,4,1,0,0,1
